timestamp,type,proxid,floor,zone
2016-06-0607:42:18,fixed-prox,vhatchett001,2,4
2016-06-0607:42:20,fixed-prox,vhatchett001,2,1
2016-06-0607:42:35,fixed-prox,lalcazar002,1,4
2016-06-0607:42:35,fixed-prox,vomalla001,1,4
2016-06-0607:43:00,fixed-prox,ncalixto001,1,1
2016-06-0607:43:00,fixed-prox,ncelio001,1,1
2016-06-0607:43:00,fixed-prox,ostrum001,1,1
2016-06-0607:43:01,fixed-prox,llagos001,3,4
2016-06-0607:43:03,fixed-prox,llagos001,3,1
2016-06-0607:43:16,fixed-prox,vomalla001,2,4
2016-06-0607:43:16,fixed-prox,lalcazar002,2,4
2016-06-0607:43:18,fixed-prox,lalcazar002,2,1
2016-06-0607:43:18,fixed-prox,vomalla001,2,1
2016-06-0607:43:22,fixed-prox,llagos001,3,6
2016-06-0607:43:29,fixed-prox,llagos001,3,3
2016-06-0607:43:33,fixed-prox,lalcazar002,2,7
2016-06-0607:43:35,fixed-prox,mcassano001,1,4
2016-06-0607:43:35,fixed-prox,sflecha001,1,4
2016-06-0607:44:00,fixed-prox,cmorluniau001,1,1
2016-06-0607:44:01,fixed-prox,sfusil001,2,7
2016-06-0607:44:16,fixed-prox,sflecha001,2,4
2016-06-0607:44:16,fixed-prox,mcassano001,2,4
2016-06-0607:44:18,fixed-prox,sflecha001,2,1
2016-06-0607:44:18,fixed-prox,mcassano001,2,1
2016-06-0607:44:25,fixed-prox,sfusil001,2,1
2016-06-0607:44:33,fixed-prox,mcassano001,2,7
2016-06-0607:44:33,fixed-prox,sflecha001,2,7
2016-06-0607:44:36,fixed-prox,ncelio001,1,4
2016-06-0607:44:36,fixed-prox,ostrum001,1,4
2016-06-0607:44:36,fixed-prox,ncalixto001,1,4
2016-06-0607:44:49,fixed-prox,sfusil001,2,4
2016-06-0607:45:00,fixed-prox,mvollan001,1,1
2016-06-0607:45:00,fixed-prox,mshultz001,1,1
2016-06-0607:45:17,fixed-prox,ostrum001,2,4
2016-06-0607:45:17,fixed-prox,ncalixto001,2,4
2016-06-0607:45:17,fixed-prox,ncelio001,2,4
2016-06-0607:45:19,fixed-prox,ncalixto001,2,1
2016-06-0607:45:31,fixed-prox,sfusil001,1,4
2016-06-0607:45:33,fixed-prox,sfusil001,1,1
2016-06-0607:45:33,fixed-prox,cmorluniau001,1,4
2016-06-0607:45:35,fixed-prox,ncalixto001,2,7
2016-06-0607:45:48,fixed-prox,sfusil001,1,2
2016-06-0607:46:00,fixed-prox,jnespola001,1,1
2016-06-0607:46:00,fixed-prox,ostrum001,3,4
2016-06-0607:46:00,fixed-prox,ncelio001,3,4
2016-06-0607:46:02,fixed-prox,ostrum001,3,1
2016-06-0607:46:02,fixed-prox,ncelio001,3,1
2016-06-0607:46:15,fixed-prox,cmorluniau001,2,4
2016-06-0607:46:17,fixed-prox,cmorluniau001,2,1
2016-06-0607:46:17,fixed-prox,ostrum001,3,6
2016-06-0607:46:19,fixed-prox,ncelio001,3,3
2016-06-0607:46:25,fixed-prox,ostrum001,3,3
2016-06-0607:46:31,fixed-prox,cmorluniau001,2,6
2016-06-0607:46:40,fixed-prox,ostrum001,3,6
2016-06-0607:46:47,fixed-prox,ostrum001,3,1
2016-06-0607:47:00,fixed-prox,slea001,1,1
2016-06-0607:47:01,fixed-prox,vlagos001,1,1
2016-06-0607:47:07,fixed-prox,ostrum001,3,4
2016-06-0607:47:18,fixed-prox,vlagos001,1,4
2016-06-0607:47:49,fixed-prox,ostrum001,2,4
2016-06-0607:48:00,fixed-prox,jcastellanos001,1,1
2016-06-0607:48:00,fixed-prox,vlagos001,2,4
2016-06-0607:48:02,fixed-prox,vlagos001,2,1
2016-06-0607:48:20,fixed-prox,ostrum001,1,4
2016-06-0607:48:21,fixed-prox,vlagos001,2,7
2016-06-0607:48:22,fixed-prox,ostrum001,1,1
2016-06-0607:48:29,fixed-prox,ostrum001,1,2
2016-06-0607:48:31,fixed-prox,ostrum001,1,1
2016-06-0607:48:42,fixed-prox,ostrum001,1,4
2016-06-0607:48:53,fixed-prox,vlagos001,2,3
2016-06-0607:49:00,fixed-prox,kherrero001,1,1
2016-06-0607:49:00,fixed-prox,anardi001,1,1
2016-06-0607:49:24,fixed-prox,ostrum001,2,4
2016-06-0607:49:55,fixed-prox,ostrum001,3,4
2016-06-0607:49:57,fixed-prox,ostrum001,3,1
2016-06-0607:50:00,fixed-prox,sfusil001,1,1
2016-06-0607:50:12,fixed-prox,ostrum001,3,6
2016-06-0607:50:20,fixed-prox,ostrum001,3,3
2016-06-0607:51:36,fixed-prox,mvollan001,1,4
2016-06-0607:52:17,fixed-prox,mvollan001,2,4
2016-06-0607:52:19,fixed-prox,mvollan001,2,1
2016-06-0607:52:38,fixed-prox,mvollan001,2,7
2016-06-0607:53:06,fixed-prox,jcastellanos001,1,4
2016-06-0607:53:06,fixed-prox,kherrero001,1,4
2016-06-0607:53:10,fixed-prox,mvollan001,2,3
2016-06-0607:53:47,fixed-prox,jcastellanos001,2,4
2016-06-0607:53:47,fixed-prox,kherrero001,2,4
2016-06-0607:53:49,fixed-prox,jcastellanos001,2,1
2016-06-0607:53:49,fixed-prox,kherrero001,2,1
2016-06-0607:54:01,fixed-prox,vlagos001,2,7
2016-06-0607:54:04,fixed-prox,kherrero001,2,7
2016-06-0607:54:04,fixed-prox,jcastellanos001,2,7
2016-06-0607:54:25,fixed-prox,vlagos001,2,1
2016-06-0607:54:36,fixed-prox,kherrero001,2,3
2016-06-0607:54:36,fixed-prox,slea001,1,4
2016-06-0607:54:36,fixed-prox,anardi001,1,4
2016-06-0607:54:36,fixed-prox,jcastellanos001,2,3
2016-06-0607:54:36,fixed-prox,mshultz001,1,4
2016-06-0607:54:49,fixed-prox,vlagos001,2,4
2016-06-0607:55:00,fixed-prox,fadair001,1,1
2016-06-0607:55:00,fixed-prox,gflorez005,1,1
2016-06-0607:55:00,fixed-prox,cforluniau001,1,1
2016-06-0607:55:17,fixed-prox,anardi001,2,4
2016-06-0607:55:17,fixed-prox,mshultz001,2,4
2016-06-0607:55:17,fixed-prox,slea001,2,4
2016-06-0607:55:19,fixed-prox,mshultz001,2,1
2016-06-0607:55:19,fixed-prox,slea001,2,1
2016-06-0607:55:19,fixed-prox,anardi001,2,1
2016-06-0607:55:31,fixed-prox,vlagos001,1,4
2016-06-0607:55:33,fixed-prox,vlagos001,1,1
2016-06-0607:55:33,fixed-prox,jnespola001,1,4
2016-06-0607:55:38,fixed-prox,mshultz001,2,7
2016-06-0607:55:38,fixed-prox,slea001,2,7
2016-06-0607:55:38,fixed-prox,anardi001,2,7
2016-06-0607:55:50,fixed-prox,gflorez005,1,4
2016-06-0607:55:50,fixed-prox,fadair001,1,4
2016-06-0607:55:54,fixed-prox,cforluniau001,1,4
2016-06-0607:56:10,fixed-prox,anardi001,2,3
2016-06-0607:56:10,fixed-prox,slea001,2,3
2016-06-0607:56:10,fixed-prox,mshultz001,2,3
2016-06-0607:56:15,fixed-prox,jnespola001,2,4
2016-06-0607:56:17,fixed-prox,jnespola001,2,1
2016-06-0607:56:32,fixed-prox,jnespola001,2,7
2016-06-0607:56:32,fixed-prox,gflorez005,2,4
2016-06-0607:56:32,fixed-prox,fadair001,2,4
2016-06-0607:56:32,fixed-prox,cforluniau001,2,4
2016-06-0607:56:34,fixed-prox,cforluniau001,2,1
2016-06-0607:56:49,fixed-prox,cforluniau001,2,7
2016-06-0607:57:04,fixed-prox,jnespola001,2,3
2016-06-0607:57:15,fixed-prox,gflorez005,3,4
2016-06-0607:57:15,fixed-prox,fadair001,3,4
2016-06-0607:57:17,fixed-prox,gflorez005,3,1
2016-06-0607:57:17,fixed-prox,fadair001,3,1
2016-06-0607:57:31,fixed-prox,gflorez005,3,2
2016-06-0607:58:00,fixed-prox,hcocinaro001,1,1
2016-06-0607:59:01,fixed-prox,fresumir001,1,1
2016-06-0607:59:34,fixed-prox,vlagos001,1,8
2016-06-0608:00:00,fixed-prox,aribera001,1,1
2016-06-0608:00:00,fixed-prox,tseifert001,1,1
2016-06-0608:00:00,fixed-prox,epavone001,1,1
2016-06-0608:00:00,fixed-prox,bovan001,1,1
2016-06-0608:00:00,fixed-prox,jholly001,1,1
2016-06-0608:00:00,fixed-prox,hblue001,1,1
2016-06-0608:00:06,fixed-prox,hcocinaro001,1,4
2016-06-0608:00:06,fixed-prox,fresumir001,1,4
2016-06-0608:00:31,fixed-prox,sfusil001,1,7
2016-06-0608:00:47,fixed-prox,hcocinaro001,2,4
2016-06-0608:00:47,fixed-prox,fresumir001,2,4
2016-06-0608:00:49,fixed-prox,hcocinaro001,2,1
2016-06-0608:01:04,fixed-prox,hcocinaro001,2,7
2016-06-0608:01:18,fixed-prox,fresumir001,3,4
2016-06-0608:01:20,fixed-prox,fresumir001,3,1
2016-06-0608:01:35,fixed-prox,jholly001,1,4
2016-06-0608:01:35,fixed-prox,tseifert001,1,4
2016-06-0608:01:35,fixed-prox,bovan001,1,4
2016-06-0608:01:35,fixed-prox,epavone001,1,4
2016-06-0608:01:35,fixed-prox,aribera001,1,4
2016-06-0608:01:35,fixed-prox,hblue001,1,4
2016-06-0608:01:36,fixed-prox,hcocinaro001,2,3
2016-06-0608:01:43,fixed-prox,fresumir001,3,6
2016-06-0608:01:51,fixed-prox,fresumir001,3,3
2016-06-0608:02:00,fixed-prox,rmieshaber001,1,1
2016-06-0608:02:16,fixed-prox,epavone001,2,4
2016-06-0608:02:16,fixed-prox,tseifert001,2,4
2016-06-0608:02:16,fixed-prox,aribera001,2,4
2016-06-0608:02:16,fixed-prox,bovan001,2,4
2016-06-0608:02:16,fixed-prox,hblue001,2,4
2016-06-0608:02:16,fixed-prox,jholly001,2,4
2016-06-0608:02:18,fixed-prox,jholly001,2,1
2016-06-0608:02:31,fixed-prox,jholly001,2,2
2016-06-0608:02:47,fixed-prox,epavone001,3,4
2016-06-0608:02:47,fixed-prox,aribera001,3,4
2016-06-0608:02:47,fixed-prox,tseifert001,3,4
2016-06-0608:02:47,fixed-prox,hblue001,3,4
2016-06-0608:02:47,fixed-prox,bovan001,3,4
2016-06-0608:02:49,fixed-prox,hblue001,3,1
2016-06-0608:02:49,fixed-prox,bovan001,3,1
2016-06-0608:02:49,fixed-prox,aribera001,3,1
2016-06-0608:02:49,fixed-prox,tseifert001,3,1
2016-06-0608:02:49,fixed-prox,epavone001,3,1
2016-06-0608:03:01,fixed-prox,epavone001,3,2
2016-06-0608:03:07,fixed-prox,bovan001,3,2
2016-06-0608:03:07,fixed-prox,hblue001,3,2
2016-06-0608:03:39,fixed-prox,rmieshaber001,1,4
2016-06-0608:04:20,fixed-prox,rmieshaber001,2,4
2016-06-0608:04:22,fixed-prox,rmieshaber001,2,1
2016-06-0608:04:46,fixed-prox,rmieshaber001,2,2
2016-06-0608:14:00,fixed-prox,clais001,1,1
2016-06-0608:15:00,fixed-prox,wvasco001,1,1
2016-06-0608:15:00,fixed-prox,acampo001,1,1
2016-06-0608:15:00,fixed-prox,lorosco001,1,1
2016-06-0608:15:41,fixed-prox,clais001,1,4
2016-06-0608:15:51,fixed-prox,acampo001,1,4
2016-06-0608:16:22,fixed-prox,acampo001,2,4
2016-06-0608:16:22,fixed-prox,clais001,2,4
2016-06-0608:16:39,fixed-prox,wvasco001,1,4
2016-06-0608:16:39,fixed-prox,lorosco001,1,4
2016-06-0608:16:53,fixed-prox,clais001,3,4
2016-06-0608:16:53,fixed-prox,acampo001,3,4
2016-06-0608:16:55,fixed-prox,clais001,3,1
2016-06-0608:16:55,fixed-prox,acampo001,3,1
2016-06-0608:17:20,fixed-prox,wvasco001,2,4
2016-06-0608:17:20,fixed-prox,lorosco001,2,4
2016-06-0608:17:29,fixed-prox,acampo001,3,4
2016-06-0608:17:51,fixed-prox,wvasco001,3,4
2016-06-0608:17:51,fixed-prox,lorosco001,3,4
2016-06-0608:17:53,fixed-prox,lorosco001,3,1
2016-06-0608:17:53,fixed-prox,wvasco001,3,1
2016-06-0608:18:02,fixed-prox,wvasco001,3,2
2016-06-0608:18:11,fixed-prox,acampo001,2,4
2016-06-0608:18:42,fixed-prox,acampo001,1,4
2016-06-0608:18:44,fixed-prox,acampo001,1,1
2016-06-0608:19:00,fixed-prox,acampo001,1,2
2016-06-0608:19:02,fixed-prox,acampo001,1,1
2016-06-0608:19:19,fixed-prox,acampo001,1,4
2016-06-0608:20:01,fixed-prox,acampo001,2,4
2016-06-0608:20:32,fixed-prox,acampo001,3,4
2016-06-0608:20:34,fixed-prox,acampo001,3,1
2016-06-0608:30:00,fixed-prox,ibarranco001,1,1
2016-06-0608:30:00,fixed-prox,eklinger001,1,1
2016-06-0608:30:00,fixed-prox,emintz001,1,1
2016-06-0608:32:10,fixed-prox,eklinger001,1,4
2016-06-0608:32:10,fixed-prox,ibarranco001,1,4
2016-06-0608:32:10,fixed-prox,emintz001,1,4
2016-06-0608:32:51,fixed-prox,emintz001,2,4
2016-06-0608:32:51,fixed-prox,ibarranco001,2,4
2016-06-0608:32:51,fixed-prox,eklinger001,2,4
2016-06-0608:33:22,fixed-prox,emintz001,3,4
2016-06-0608:33:22,fixed-prox,eklinger001,3,4
2016-06-0608:33:22,fixed-prox,ibarranco001,3,4
2016-06-0608:33:24,fixed-prox,eklinger001,3,1
2016-06-0608:33:24,fixed-prox,emintz001,3,1
2016-06-0608:33:24,fixed-prox,ibarranco001,3,1
2016-06-0608:33:37,fixed-prox,emintz001,3,3
2016-06-0608:33:42,fixed-prox,eklinger001,3,2
2016-06-0608:45:16,fixed-prox,csolos001,2,1
2016-06-0608:45:31,fixed-prox,tbattles001,2,1
2016-06-0608:46:20,fixed-prox,acalzas001,2,1
2016-06-0608:46:25,fixed-prox,thagan001,2,1
2016-06-0608:46:27,fixed-prox,ahafon001,2,1
2016-06-0608:47:08,fixed-prox,ldedos001,2,1
2016-06-0608:47:10,fixed-prox,iborrasca001,2,1
2016-06-0608:47:13,fixed-prox,bmullen001,2,1
2016-06-0608:47:18,fixed-prox,btempestad001,2,1
2016-06-0608:47:23,fixed-prox,apinckney001,2,1
2016-06-0608:48:20,fixed-prox,dscozzese001,1,2
2016-06-0608:48:29,fixed-prox,junger001,2,1
2016-06-0608:49:28,fixed-prox,nbasham001,2,1
2016-06-0608:49:34,fixed-prox,bhawelon001,2,1
2016-06-0608:51:17,fixed-prox,lalcazar002,2,1
2016-06-0608:51:25,fixed-prox,cstaley001,1,2
2016-06-0608:53:15,fixed-prox,slowery001,2,1
2016-06-0608:53:23,fixed-prox,anubarron001,2,1
2016-06-0608:54:04,fixed-prox,rfaralso001,2,6
2016-06-0608:54:04,fixed-prox,acalzas001,2,2
2016-06-0608:54:15,fixed-prox,ahafon001,2,6
2016-06-0608:54:25,fixed-prox,gcazar001,2,1
2016-06-0608:54:28,fixed-prox,lbergen001,2,1
2016-06-0608:54:37,fixed-prox,rfaralso001,2,1
2016-06-0608:55:00,fixed-prox,dscozzese001,1,1
2016-06-0608:55:04,fixed-prox,tbattles001,2,2
2016-06-0608:55:15,fixed-prox,dscozzese001,1,3
2016-06-0608:55:15,fixed-prox,iborrasca001,2,6
2016-06-0608:55:16,fixed-prox,eorilla001,2,1
2016-06-0608:55:23,fixed-prox,avico001,2,1
2016-06-0608:55:28,fixed-prox,apinckney001,2,7
2016-06-0608:55:28,fixed-prox,ldedos001,2,2
2016-06-0608:55:28,fixed-prox,csolos001,2,7
2016-06-0608:55:40,fixed-prox,hmies001,2,1
2016-06-0608:56:04,fixed-prox,thagan001,2,2
2016-06-0608:56:05,fixed-prox,chawelon001,2,6
2016-06-0608:56:44,fixed-prox,chawelon001,2,1
2016-06-0608:57:04,fixed-prox,btempestad001,2,2
2016-06-0608:57:15,fixed-prox,bmullen001,2,6
2016-06-0608:57:28,fixed-prox,junger001,2,7
2016-06-0608:57:28,fixed-prox,bhawelon001,2,7
2016-06-0608:57:28,fixed-prox,nbasham001,2,7
2016-06-0608:58:03,fixed-prox,malinai001,2,1
2016-06-0608:58:14,fixed-prox,iovan001,2,1
2016-06-0608:58:23,fixed-prox,jsimonides001,2,1
2016-06-0608:59:11,fixed-prox,ncalixto001,2,1
2016-06-0608:59:14,fixed-prox,sflecha001,2,1
2016-06-0608:59:18,fixed-prox,wreynoso001,2,1
2016-06-0608:59:28,fixed-prox,lalcazar002,2,7
2016-06-0609:00:05,fixed-prox,jsanjorge001,3,3
2016-06-0609:00:11,fixed-prox,vfrente001,2,1
2016-06-0609:01:03,fixed-prox,korilla001,2,1
2016-06-0609:01:08,fixed-prox,cstaley001,1,1
2016-06-0609:01:11,fixed-prox,monda001,2,1
2016-06-0609:01:15,fixed-prox,rfaralso001,2,6
2016-06-0609:01:21,fixed-prox,cstaley001,1,3
2016-06-0609:01:28,fixed-prox,slowery001,2,7
2016-06-0609:01:47,fixed-prox,rfaralso001,2,7
2016-06-0609:02:04,fixed-prox,anubarron001,2,2
2016-06-0609:02:28,fixed-prox,gcazar001,2,7
2016-06-0609:02:29,fixed-prox,eminto001,2,1
2016-06-0609:03:04,fixed-prox,eorilla001,2,2
2016-06-0609:03:07,fixed-prox,tcarrara001,2,1
2016-06-0609:03:15,fixed-prox,chawelon001,2,6
2016-06-0609:03:17,fixed-prox,lbennett001,2,1
2016-06-0609:03:20,fixed-prox,rparade001,1,2
2016-06-0609:03:22,fixed-prox,mcassano001,2,1
2016-06-0609:03:22,fixed-prox,sflorez001,2,1
2016-06-0609:03:28,fixed-prox,lbergen001,2,7
2016-06-0609:03:29,fixed-prox,ckinney001,2,1
2016-06-0609:03:54,fixed-prox,chawelon001,2,7
2016-06-0609:04:15,fixed-prox,hmies001,2,6
2016-06-0609:04:17,fixed-prox,cwhelan001,2,1
2016-06-0609:04:20,fixed-prox,cshipp001,2,1
2016-06-0609:04:29,fixed-prox,yfinney001,2,1
2016-06-0609:05:04,fixed-prox,avico001,2,2
2016-06-0609:05:09,fixed-prox,ssinagra001,2,1
2016-06-0609:05:24,fixed-prox,zcoronado001,2,1
2016-06-0609:05:28,fixed-prox,cmorluniau001,2,1
2016-06-0609:06:28,fixed-prox,iovan001,2,7
2016-06-0609:07:28,fixed-prox,sflecha001,2,7
2016-06-0609:07:28,fixed-prox,jsimonides001,2,7
2016-06-0609:08:04,fixed-prox,malinai001,2,2
2016-06-0609:09:04,fixed-prox,monda001,2,2
2016-06-0609:09:04,fixed-prox,wreynoso001,2,2
2016-06-0609:09:04,fixed-prox,vfrente001,2,2
2016-06-0609:09:15,fixed-prox,korilla001,2,6
2016-06-0609:09:29,fixed-prox,ncalixto001,2,7
2016-06-0609:10:00,fixed-prox,rparade001,1,1
2016-06-0609:10:04,fixed-prox,eminto001,2,2
2016-06-0609:10:15,fixed-prox,rparade001,1,3
2016-06-0609:10:15,fixed-prox,lbennett001,2,6
2016-06-0609:10:20,fixed-prox,lorosco001,3,4
2016-06-0609:10:28,fixed-prox,sflorez001,2,7
2016-06-0609:10:28,fixed-prox,mcassano001,2,7
2016-06-0609:11:02,fixed-prox,lorosco001,2,4
2016-06-0609:11:04,fixed-prox,yfinney001,2,2
2016-06-0609:11:15,fixed-prox,cshipp001,2,6
2016-06-0609:11:33,fixed-prox,lorosco001,1,4
2016-06-0609:11:35,fixed-prox,lorosco001,1,1
2016-06-0609:11:45,fixed-prox,lorosco001,1,2
2016-06-0609:12:04,fixed-prox,tcarrara001,2,2
2016-06-0609:12:15,fixed-prox,cmorluniau001,2,6
2016-06-0609:12:28,fixed-prox,ssinagra001,2,7
2016-06-0609:12:28,fixed-prox,ckinney001,2,7
2016-06-0609:14:05,fixed-prox,tseifert001,3,2
2016-06-0609:14:28,fixed-prox,cwhelan001,2,7
2016-06-0609:14:28,fixed-prox,zcoronado001,2,7
2016-06-0609:17:01,fixed-prox,lorosco001,1,1
2016-06-0609:17:12,fixed-prox,lorosco001,1,4
2016-06-0609:17:54,fixed-prox,lorosco001,2,4
2016-06-0609:18:25,fixed-prox,lorosco001,3,4
2016-06-0609:18:27,fixed-prox,lorosco001,3,1
2016-06-0609:30:00,fixed-prox,jnespola001,2,7
2016-06-0609:30:10,fixed-prox,lcarrara001,3,6
2016-06-0609:30:17,fixed-prox,lcarrara001,3,1
2016-06-0609:30:36,fixed-prox,lcarrara001,3,4
2016-06-0609:31:18,fixed-prox,lcarrara001,2,4
2016-06-0609:31:49,fixed-prox,lcarrara001,1,4
2016-06-0609:31:51,fixed-prox,lcarrara001,1,1
2016-06-0609:32:00,fixed-prox,kherrero001,2,7
2016-06-0609:32:00,fixed-prox,slea001,2,7
2016-06-0609:32:00,fixed-prox,mshultz001,2,7
2016-06-0609:34:00,fixed-prox,jcastellanos001,2,7
2016-06-0609:35:00,fixed-prox,anardi001,2,7
2016-06-0609:35:00,fixed-prox,mvollan001,2,7
2016-06-0609:35:25,fixed-prox,jcastellanos001,2,3
2016-06-0609:35:51,fixed-prox,mvollan001,2,3
2016-06-0609:37:25,fixed-prox,anardi001,2,3
2016-06-0609:37:25,fixed-prox,jnespola001,2,3
2016-06-0609:37:25,fixed-prox,slea001,2,3
2016-06-0609:39:25,fixed-prox,kherrero001,2,3
2016-06-0609:40:25,fixed-prox,mshultz001,2,3
2016-06-0609:42:35,fixed-prox,tseifert001,3,1
2016-06-0609:50:12,fixed-prox,bridenour001,2,7
2016-06-0609:50:14,fixed-prox,cshipp001,2,7
2016-06-0609:51:15,fixed-prox,iborrasca001,2,7
2016-06-0609:53:16,fixed-prox,fmata001,2,7
2016-06-0609:54:24,fixed-prox,bfrente001,2,7
2016-06-0609:56:09,fixed-prox,vfrente001,2,1
2016-06-0609:56:15,fixed-prox,anubarron001,2,1
2016-06-0609:56:21,fixed-prox,vfrente001,2,6
2016-06-0609:56:33,fixed-prox,anubarron001,2,7
2016-06-0609:56:44,fixed-prox,vfrente001,2,7
2016-06-0609:57:11,fixed-prox,yfinney001,2,1
2016-06-0609:57:21,fixed-prox,korilla001,2,7
2016-06-0609:57:30,fixed-prox,yfinney001,2,7
2016-06-0609:58:12,fixed-prox,pyoung002,3,1
2016-06-0609:58:18,fixed-prox,hmies001,2,7
2016-06-0609:58:23,fixed-prox,pyoung002,3,2
2016-06-0609:59:05,fixed-prox,tcarrara001,2,1
2016-06-0609:59:06,fixed-prox,cshipp001,2,6
2016-06-0609:59:07,fixed-prox,ldedos001,2,1
2016-06-0609:59:09,fixed-prox,eminto001,2,1
2016-06-0609:59:10,fixed-prox,vhatchett001,2,7
2016-06-0609:59:10,fixed-prox,bridenour001,2,1
2016-06-0609:59:17,fixed-prox,tcarrara001,2,6
2016-06-0609:59:22,fixed-prox,cmorluniau001,2,7
2016-06-0609:59:27,fixed-prox,ldedos001,2,7
2016-06-0609:59:28,fixed-prox,eminto001,2,7
2016-06-0609:59:40,fixed-prox,tcarrara001,2,7
2016-06-0610:00:04,fixed-prox,aribera001,3,6
2016-06-0610:00:21,fixed-prox,lcarrara001,1,4
2016-06-0610:01:03,fixed-prox,lcarrara001,2,4
2016-06-0610:01:13,fixed-prox,thagan001,2,1
2016-06-0610:01:31,fixed-prox,thagan001,2,7
2016-06-0610:01:34,fixed-prox,lcarrara001,3,4
2016-06-0610:01:36,fixed-prox,lcarrara001,3,1
2016-06-0610:01:45,fixed-prox,lcarrara001,3,2
2016-06-0610:02:06,fixed-prox,iborrasca001,2,6
2016-06-0610:02:10,fixed-prox,eedward001,3,1
2016-06-0610:02:11,fixed-prox,lbennett001,2,7
2016-06-0610:02:13,fixed-prox,sparrino001,2,7
2016-06-0610:02:20,fixed-prox,btempestad001,2,1
2016-06-0610:02:21,fixed-prox,eedward001,3,2
2016-06-0610:02:38,fixed-prox,btempestad001,2,7
2016-06-0610:03:00,fixed-prox,sfusil001,1,1
2016-06-0610:03:06,fixed-prox,vfrente001,2,6
2016-06-0610:03:10,fixed-prox,anubarron001,2,1
2016-06-0610:03:10,fixed-prox,bfrente001,2,1
2016-06-0610:03:11,fixed-prox,vomalla001,2,7
2016-06-0610:03:29,fixed-prox,vfrente001,2,1
2016-06-0610:03:37,fixed-prox,anubarron001,2,2
2016-06-0610:03:39,fixed-prox,vfrente001,2,2
2016-06-0610:04:06,fixed-prox,korilla001,2,6
2016-06-0610:05:07,fixed-prox,jsanjorge001,3,6
2016-06-0610:05:18,fixed-prox,jsanjorge001,3,1
2016-06-0610:05:29,fixed-prox,ahafon001,2,1
2016-06-0610:05:29,fixed-prox,jsanjorge001,3,2
2016-06-0610:05:47,fixed-prox,ahafon001,2,4
2016-06-0610:06:06,fixed-prox,lgrogan001,2,7
2016-06-0610:06:10,fixed-prox,monda001,2,1
2016-06-0610:06:11,fixed-prox,bmullen001,2,7
2016-06-0610:06:12,fixed-prox,jsanjorge001,3,1
2016-06-0610:06:18,fixed-prox,avico001,2,1
2016-06-0610:06:22,fixed-prox,monda001,2,6
2016-06-0610:06:29,fixed-prox,pyoung002,3,1
2016-06-0610:06:29,fixed-prox,ahafon001,3,4
2016-06-0610:06:31,fixed-prox,ahafon001,3,1
2016-06-0610:06:32,fixed-prox,jsanjorge001,3,6
2016-06-0610:06:36,fixed-prox,avico001,2,7
2016-06-0610:06:39,fixed-prox,pyoung002,3,3
2016-06-0610:06:39,fixed-prox,ahafon001,3,2
2016-06-0610:06:44,fixed-prox,monda001,2,7
2016-06-0610:07:10,fixed-prox,fmata001,2,1
2016-06-0610:07:20,fixed-prox,wreynoso001,2,1
2016-06-0610:07:38,fixed-prox,wreynoso001,2,7
2016-06-0610:08:08,fixed-prox,hmies001,2,6
2016-06-0610:08:16,fixed-prox,eorilla001,2,1
2016-06-0610:08:21,fixed-prox,acalzas001,2,1
2016-06-0610:08:27,fixed-prox,eorilla001,2,6
2016-06-0610:08:40,fixed-prox,acalzas001,2,7
2016-06-0610:08:49,fixed-prox,eorilla001,2,7
2016-06-0610:09:02,fixed-prox,malinai001,2,1
2016-06-0610:09:05,fixed-prox,knielson001,2,7
2016-06-0610:09:10,fixed-prox,eminto001,2,1
2016-06-0610:09:10,fixed-prox,ldedos001,2,1
2016-06-0610:09:10,fixed-prox,tbattles001,2,1
2016-06-0610:09:12,fixed-prox,lazada001,2,7
2016-06-0610:09:14,fixed-prox,malinai001,2,6
2016-06-0610:09:19,fixed-prox,fbalas001,2,7
2016-06-0610:09:28,fixed-prox,tbattles001,2,7
2016-06-0610:09:36,fixed-prox,malinai001,2,7
2016-06-0610:09:37,fixed-prox,eminto001,2,2
2016-06-0610:09:37,fixed-prox,ldedos001,2,2
2016-06-0610:10:10,fixed-prox,thagan001,2,1
2016-06-0610:10:22,fixed-prox,lcarrara001,3,1
2016-06-0610:10:25,fixed-prox,wvasco001,3,1
2016-06-0610:10:34,fixed-prox,wvasco001,3,4
2016-06-0610:10:37,fixed-prox,thagan001,2,2
2016-06-0610:10:42,fixed-prox,lcarrara001,3,6
2016-06-0610:10:49,fixed-prox,lcarrara001,3,3
2016-06-0610:11:16,fixed-prox,wvasco001,2,4
2016-06-0610:11:47,fixed-prox,wvasco001,1,4
2016-06-0610:11:49,fixed-prox,wvasco001,1,1
2016-06-0610:12:08,fixed-prox,cmorluniau001,2,6
2016-06-0610:12:10,fixed-prox,yfinney001,2,1
2016-06-0610:12:10,fixed-prox,vhatchett001,2,1
2016-06-0610:12:10,fixed-prox,wvasco001,1,2
2016-06-0610:12:37,fixed-prox,yfinney001,2,2
2016-06-0610:13:06,fixed-prox,tcarrara001,2,6
2016-06-0610:13:10,fixed-prox,btempestad001,2,1
2016-06-0610:13:29,fixed-prox,tcarrara001,2,1
2016-06-0610:13:31,fixed-prox,sfusil001,1,7
2016-06-0610:13:37,fixed-prox,btempestad001,2,2
2016-06-0610:13:39,fixed-prox,tcarrara001,2,2
2016-06-0610:14:06,fixed-prox,monda001,2,6
